,test_case,id,source,language,text,task1,task2
3858,EXIST2021,3859,twitter,es,"No voy a generalizar y decir que las mujeres son subnormales, las feministas de corchopan que han leido 4 tweets y desarrollan un odio hacia los hombres de forma automatica son subnormales, en la pagina de la rae puedes buscar lo que significan las palabras de mas de tres silabas https://t.co/xDJK5paoIS",sexist,ideological-inequality
3859,EXIST2021,3860,twitter,es,"@Pankevidu @Claudiashein @locatel_mx Ellos no pagan sueldos ni impuestos y solo incrementan el contagio, si van a cerrar que sea parejo para que verdaderamente baje la pandemia y no solo pasen a fregar a los que verdaderamente sostienen la economía",non-sexist,non-sexist
3860,EXIST2021,3861,twitter,es,"Y mi playera dice feminazi, hola vecina.",non-sexist,non-sexist
3861,EXIST2021,3862,twitter,es,"@lxnamcnguante ——Esperó que la chica tomase una decisión sonriendo de manera amplia por toda la situación. Como el kebab quedaba detrás de ella se acercó un poco más para poder susurrar cerca de su oído——. En ese caso, la salsa del kebab es muy escurridiza y guarra. ——Se separó para encaminarse",non-sexist,non-sexist
3862,EXIST2021,3863,twitter,es,"@AlvArrCarlos Que no podamos entender a las mujeres las vuelve más atractivas, están usando sus artes, te obligan a usar tu inteligencia, activar nuestras neuronas espejo",sexist,stereotyping-dominance
3863,EXIST2021,3864,twitter,es,"hace tiempo quería escribir algo sobre las mujeres del hollywood previo a la censura, y al fin lo hice aquí algunas reflexiones sobre las estrellas del cine clásico y su relevancia para entender la representación con perspectiva de género: https://t.co/sH6FbKbjrF @lajugueramag https://t.co/DNO3gWF2at",non-sexist,non-sexist
3864,EXIST2021,3865,twitter,es,A día de hoy sigo sin entender por que las mujeres suben videos haciendo muecas. Bueno sigo sin entender a las mujeres en general.,sexist,stereotyping-dominance
3865,EXIST2021,3866,twitter,es,"Esta mujer no está bien, tiene un trauma y puedo entenderlo. Tener por pareja a un porrero, borracho (ver vídeos), machista, odioso, ególatra, dictador e incluso agresor y que gusta azotar a las mujeres hasta hacerlas sangrar le ha pasado factura. https://t.co/BHVpfzCUll",non-sexist,non-sexist
3866,EXIST2021,3867,twitter,es,"me quiero follar al osito bimbo, sus deliciosas curvas me excitan demasiado, tanto que me hacen llegar al orgasmo de solo verlas, me gustaría darle unas fuertes nalgadas a sus blancas y suaves pompas joder me tienes demente ni puedo verte en el supermercado porque se me pone dura",non-sexist,non-sexist
3867,EXIST2021,3868,twitter,es,"@DemDFire Guarda esas zarpas, lagartona.",sexist,misogyny-non-sexual-violence
3868,EXIST2021,3869,twitter,es,"lo q más me rompe los ovarios de los “””aliados””” es q creen q por decir si a todo cuando hablamos de feminismo se borra todo lo q hicieron antes, piensan q por “estar de acuerdo” con el movimiento se olvida todo, como si no hubiesen hecho mierda a más de 1 mina, los detesto",non-sexist,non-sexist
3869,EXIST2021,3870,twitter,es,Claro ejemplo de que el feminismo es nefasto https://t.co/oJck51kdXG,sexist,ideological-inequality
3870,EXIST2021,3871,twitter,es,"@Mateo_RMCF @FuriaCule20 Aja lo que tu digas, y te recuerdo que el Barca estaba por violar al Madrid en el Clasico de no haber sido por ese penal inventado",non-sexist,non-sexist
3871,EXIST2021,3872,twitter,es,"Pero qué me estás contando, si los cuentos infantiles están plagados de perras, cerdas, zorras y víboras. https://t.co/724HKW2DNr",sexist,misogyny-non-sexual-violence
3872,EXIST2021,3873,twitter,es,Sumisa y reprimida. Así era el papel de la mujer en la Antigua Grecia... https://t.co/ZHTSw5nKxn,sexist,stereotyping-dominance
3873,EXIST2021,3874,twitter,es,"#ConciertoNavideñoRadioCentro¡No te pierdas lo mejor del Concierto Navideño Radio Centro desde casa!La cita son los próximos días 24 y 25 de diciembre, un evento para disfrutar en compañía de la familia.Da clic aquí para obtener tus boletos   https://t.co/BT9mTnNSAz https://t.co/808s1nW8TX",non-sexist,non-sexist
3874,EXIST2021,3875,twitter,es,Gus_con_b Joder papu se ha cabreado con lo del patrulla. Igual me suda la polla.,non-sexist,non-sexist
3875,EXIST2021,3876,twitter,es,"Nose si estoy con el período o embarazada, que hp mal humor! Señor hazme la caridad!! https://t.co/gom6YN9aMz",non-sexist,non-sexist
3876,EXIST2021,3877,twitter,es,"@_art3mis4__ @zafiroysh @Atlasscarface @soubratz @lienzosrjz_ @vozeure @emoticw @nightmareuww @rosesduart @fiorisetries @goretxa @sexcidiooo @DYSTOPOETTRY @maafoda @itsaudrexy @torturadosss @trashclip Tanto tiempo, señorita, ¿cómo están los niños? ndkdjdkdk, claro que no es una indirecta.@Atlasscarface hazme tía que yo no puedo ser mamá.",non-sexist,non-sexist
3877,EXIST2021,3878,twitter,es,"Yo peleo mucho, me encanta pelear. Pero JEBUS, la cuarentena aburrió mucho a las personas por lo que veo, que de cualquier cosa sacan bardo... sobre todo los que se creen famosos por hacer videos. Está para comer pochoclos. Ni hablar las que se escudan en el feminismo para atacar",non-sexist,non-sexist
3878,EXIST2021,3879,twitter,es,@FMCREM @NoticiasCaracol Pues hasta yo sé los pondría a la marimacho de ClaudiaPor populista y arribistaPero no con palomitaLa verdad no me gusta mucho la forma tan delicada que tiene de sacarse los mocosYo creo que a la vieja nunca le enseñaron que existe una cosa que se llama pañuelo.... https://t.co/c4F9CukFoh,sexist,misogyny-non-sexual-violence
3879,EXIST2021,3880,twitter,es,"HOY EN EL BLOG (Día 1299): Llegó el momento de la degradante ejecución del último gran rebelde: Francisco Hernández Girón. La vida de su mujer, DOÑA MENCÍA DE ALMARAZ, cambió radicalmente.https://t.co/qTU53MwMx4 https://t.co/ybhP1Dh78H",non-sexist,non-sexist
3880,EXIST2021,3881,twitter,es,María Sánchez gana el VI Premio Rosario Valpuesta por un trabajo sobre prensa andaluza ante el caso #LaManada https://t.co/JExio4x3qe,non-sexist,non-sexist
3881,EXIST2021,3882,twitter,es,@iRaven_I_I Cambio dos podemitas por cada rubia tonta que manden.,sexist,stereotyping-dominance
3882,EXIST2021,3883,twitter,es,@TrevorSanta1 @Romertinaj Lo que ud está explicando es el Manspreading,non-sexist,non-sexist
3883,EXIST2021,3884,twitter,es,DISPONIBLE solo SÁBADO con PROMO Me encanta platicar un poquito para conocer un poco de la persona que está a mi lado y poco a poco que fluya todo lo demás ..Puedo atender muy pocas veces a la semana y si te gusta ser y/o hablar vulgar te recomiendo que busques otra chica  https://t.co/07wkTFJ45b,non-sexist,non-sexist
3884,EXIST2021,3885,twitter,es,No puedo vivir bien cuando existe un hombre tan perfecto como henry cavill,non-sexist,non-sexist
3885,EXIST2021,3886,twitter,es,"@senkosanuwu1 Sí, tiene mazacuata. La rubia tonta engaña. Ja, ja, ja.",sexist,stereotyping-dominance
3886,EXIST2021,3887,twitter,es,@93wildst @91snocrime DIOS Q TE METES GOLFA,sexist,misogyny-non-sexual-violence
3887,EXIST2021,3888,twitter,es,"@girl_aspie Yo cuando salgo a la calle a comprar, me pongo cascos de música y así logro no pensar en la gente y no agobio tanto. Odio fregar los platos, la sensación del agua tibia y la mezcla de suciedad y jabón en las manos.",non-sexist,non-sexist
3888,EXIST2021,3889,twitter,es,"El Barcelona busca un central que acepte un rol de secundario, Mustafi puede ser el hombre que necesita el Barçahttps://t.co/gybskdxaLC",non-sexist,non-sexist
3889,EXIST2021,3890,twitter,es,"@kmiis @ciudad_magazine que artistas?la madre es una artista?que artistas?jmas trabajo,vivio del colchon de legrand,que su fortuna la financio los pobres de la decada del 60.70,80,donde la mujer era sumisa,mira las novelas y peliculas de la epoca,como la nombran como un dios a legrand,no trabajo nunca",non-sexist,non-sexist
3890,EXIST2021,3891,twitter,es,@WO09DZ q estoy fea,non-sexist,non-sexist
3891,EXIST2021,3892,twitter,es,@dontbetooshy seguro q sos hermosa acá la única fea soy yo,non-sexist,non-sexist
3892,EXIST2021,3893,twitter,es,¡OJO!  Las Mujeres En Otoño Sudaderas Vestido Casual De Largas Mangas Cuello Alto Especial Estilo Slim Fit ... 11.5€ 23%  https://t.co/7mMNALFRgT⬇ ¡Gráfico en la respuesta! ⬇ https://t.co/fa6hgNVvJn,non-sexist,non-sexist
3893,EXIST2021,3894,twitter,es,"@jjaviervazquez Es normal que la defienda, si le tiene que decir algo se lo dirà en privado, pero ésta chica ya empieza mal intentando vivir de  dinero fàcil...",non-sexist,non-sexist
3894,EXIST2021,3895,twitter,es,@ElNismeado Ya hay un comentario abajo. Yo lo dije antes. Al feminismo se le perdona todo. Al masculinismo nada.,sexist,ideological-inequality
3895,EXIST2021,3896,twitter,es,"@19Pica84 El hembrismo existe, pero no sé porque debería usar ese término cuando estamos intentando contrarrestar de manera análoga la afirmación de que los hombres son potenciales violadores o violadores, por el hecho de que son los hombres quien cometen más este crimen.",non-sexist,non-sexist
3896,EXIST2021,3897,twitter,es,"Eso de ""Chica, ten cuidado, que cualquier hombre puede violarte"" es tan antiguo como el patriarcado. Es patriarcado.Es someter a las mujeres mediante el miedo.Para acabar con las agresiones hay que educar a hombres respetuosos, no a mujeres desconfiadas e inseguras. https://t.co/nOpcbwe0Pu",non-sexist,non-sexist
3897,EXIST2021,3898,twitter,es,"@DarthKafka Feliz navidad, nenaza!  Te queremos ver a tope otra vez! Que pases una gran Navidad con toda la gente que te quiere! Un choque de codo!",non-sexist,non-sexist
3898,EXIST2021,3899,twitter,es,Un estudio mostró que el maquillaje (usado principalmente por las mujeres en la mayoría de sociedades) reduce enormemente la precisión de los métodos de reconocimiento facial comerciales y académicos. https://t.co/Mvyk0eZDDr https://t.co/G820s8hrTk,non-sexist,non-sexist
3899,EXIST2021,3900,twitter,es,"@miguel04937643 @Urquhart20 @inMatrix5 @ffreirev Y lo gracioso es que con la mayor parte de esa lista ha colaborado/arrastrado para colaborar, ahora son unos buscafama y piden dinero, ni una palabra de lo que ha ganado él de todas esas grescas que es lo que le va, decenas de vídeos de victimismo y acusaciones.",non-sexist,non-sexist
3900,EXIST2021,3901,twitter,es,@diegomurcia__ Si si alguna lagartona falta por ahí,sexist,misogyny-non-sexual-violence
3901,EXIST2021,3902,twitter,es,"Encuentro heavy todo esto. Porque siempre existe el temor de que nos pase algo. Pero las mujeres a las que le gustan los hombres, no saben si el hueón con el que están durmiendo les va a hacer algo o no. No podría.",non-sexist,non-sexist
3902,EXIST2021,3903,twitter,es,@ElGolazoDeGol Lleváis inoculado la maldad. Escoria.,non-sexist,non-sexist
3903,EXIST2021,3904,twitter,es,@habitvale SII me gustó pero me hace ver más chica,non-sexist,non-sexist
3904,EXIST2021,3905,twitter,es,@perra_amargada El mundo se va a perder de algo delicioso hoy :(,non-sexist,non-sexist
3905,EXIST2021,3906,twitter,es,@perra_amargada  que vas a hacer???,non-sexist,non-sexist
3906,EXIST2021,3907,twitter,es,Puta NAVIDAD..En los notis hay :Natalia Natalia..Gif: https://t.co/zgqTAhx8Ub: https://t.co/Re4IC8mkAs,non-sexist,non-sexist
3907,EXIST2021,3908,twitter,es,"@seksikas2 Estos tweetts son los que extrañaba, me encanta tu personalidad, muy lejos de la clásica mujer sumisa, muy lejos de la mujer manipulable: La que exije y reclama es la que hace la diferencia, me fascinas",non-sexist,non-sexist
3908,EXIST2021,3909,twitter,es,"@rom1na200300100 Paaammm.. ❤ Te regalo miles de besitos de Hershey ❤ para que alegren tus días y te llenen de mucho amor. ❤ Te regalo paz, prosperidad y bendiciones para que tengas éxito en todo lo que te propongas. ❤ TQMMM. ❤❤❤❤❤❤❤❤ https://t.co/auA35ZFC2P",non-sexist,non-sexist
3909,EXIST2021,3910,twitter,es,@Ligaro11 Yo estoy disfrutando como una niña. Me gusta mucho hay diferencias con el libro pero ya iba con eso en mente.,non-sexist,non-sexist
3910,EXIST2021,3911,twitter,es,": No te cansas de hacerme sonreír y ponerme muy blandito el corazón, incluso, en tus días menos alegres. Sabes que te quiero mucho y que tienes aquí una persona, que está dispuesta a cuidarte siempre de lo que sea. Decir que te quiero mucho es poco. Eres sumamente especial.",non-sexist,non-sexist
3911,EXIST2021,3912,twitter,es,"La vida es una lucha constante, donde tienes que vencer, tus propios miedos, y más que eso debes de enfrentarlos, y tratar de eliminarlos Aprovechando estos días al máximo, para descansar y estar en en mi camita, aunque no lo crean es un buen plan, y una buena terapia  https://t.co/UmyvnH2xXe",non-sexist,non-sexist
3912,EXIST2021,3913,twitter,es,"@leoah8848 @borboleta_uma @Nosolopam @jedeitor @JxchPoetics17 @MasculinistaI @SoniaVivasRive3 Si discutir no es el problema. El problema es el expolio de dinero publico asociado al feminismo. No quieren discutir, quieren vivir del feminismo.",sexist,ideological-inequality
3913,EXIST2021,3914,twitter,es,"@217_suso @SubversivesCS @LaCosaNostraCS @AssembleaVlc @elcorteingles @lisistratarev @pikaramagazine @CasalPopularVr @cpnules @AntifeixistesPV ¿Y tú sabes lo que es el feminismo, y el feminismo de clase? Antes de ladrar, campeón, lee un poquillo",non-sexist,non-sexist
3914,EXIST2021,3915,twitter,es,"""No se merece mi poder divino Mejor no lo avivo, ya no me persigoAl conеjo sigo, somos rebelión Ya no confío ni en la rеligión Todos rituales de celebración De generación en generación Fui doctrinado con programaciónEstá en un mismo, esa es la cuestión""@ObieWanShot",non-sexist,non-sexist
3915,EXIST2021,3916,twitter,es,"@Ismael_py @DanielGomezR @GMelgarejo89 Hombre precavido, valiente y corajudoEs aquel que planea y analiza el futuroCaballero hoy día ya no encontrarásPues para ser uno se necesita un poco más#Poetuitpy",non-sexist,non-sexist
3916,EXIST2021,3917,twitter,es,LE ESTABA AGARRANDP LS CARA GOLFA LA VOY A ENCONTRSR jodaaaa https://t.co/zOfHi6PafL,sexist,misogyny-non-sexual-violence
3917,EXIST2021,3918,twitter,es,"El feminismo es tan frágil, que no pueden dejar de pensar en penes, pese a su frígida naturaleza.",sexist,ideological-inequality
3918,EXIST2021,3919,twitter,es,De los creadores de #NotAllMen llega #NotAllCatolic,non-sexist,non-sexist
3919,EXIST2021,3920,twitter,es,"@Vandalio_B Estupendo hilo, gracias. Cuando yo era joven Taylor no me gustaba nada. Ahora la reivindico como actriz,, como belleza y como mujer libre que vivió y amó todo lo que quiso.",non-sexist,non-sexist
3920,EXIST2021,3921,twitter,es,Los niños no mienten Los abusadores si !!! #YoSiTeCreo https://t.co/p5UaZnqboi,non-sexist,non-sexist
3921,EXIST2021,3922,twitter,es,"Quizá también ha sido error mío no haber sido tan crítico con la idea desde un principio. Para mí, es un ideal de vida compartida por hombres que son conscientes del daño que el feminismo hizo en la sociedad, tanto a hombres como a mujeres, pero se han quedado resignados",sexist,ideological-inequality
3922,EXIST2021,3923,twitter,es,que densos son algunos con lali real todo el día hablando de ella encima la mayoría son varones vergüenza les debería dar meterse en los negocios de las mujeres stfu,sexist,ideological-inequality
3923,EXIST2021,3924,twitter,es,@ToroenReposo Está haciendo manspreading. Como lo vea Irene...,non-sexist,non-sexist
3924,EXIST2021,3925,twitter,es,@SanGomezLopez Para defender a las mujeres hay que ser una ordinaria? Me da vergüenza compartir género con usted.,non-sexist,non-sexist
3925,EXIST2021,3926,twitter,es,"@Marina75429392 @maribelfdez2 Lo que deberian de hacer (no se si no lo estaran haciendo ya) es una denuncia o una querella o lo que sea contra este gobierno de la ruina, el paro y la miseria. Hay que quitarnos a esta escoria de encima cuanto antes",non-sexist,non-sexist
